image_id,image_path,image_paths_json,sources,source_record_ids,source_record_count,existing_300_records_json,existing_300_raw_year,existing_300_raw_month,existing_300_raw_day,existing_300_raw_final_date,existing_300_raw_file_name,existing_300_raw_notes,existing_300_raw_Unnamed: 7,existing_300_canonical_year,existing_300_canonical_month,existing_300_canonical_day,existing_300_canonical_final_date,incoming_432_records_json,incoming_432_raw_year,incoming_432_raw_month,incoming_432_raw_day,incoming_432_raw_final_date,incoming_432_raw_file_name,incoming_432_raw_notes,incoming_432_raw_Unnamed: 7,incoming_432_canonical_year,incoming_432_canonical_month,incoming_432_canonical_day,incoming_432_canonical_final_date,candidate_year,candidate_month,candidate_day,candidate_final_date,year,month,day,final_date,review_reason,review_status,previously_visually_reviewed,prior_review_decision,reviewer,review_note,master_eligible
2336,C:\Users\jsw58\Desktop\itda-ocr\data\002336.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002336.jpg""]",incoming_432,incoming_432:324,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:324"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 324, ""image_id"": ""2336"", ""raw"": {""image_id"": ""2336"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""19"", ""final_date"": ""2021-11-19""}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""19"", ""final_date"": ""2021-11-19""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,11,19,2021-11-19,,,,2021,11,19,2021-11-19,2021,11,19,2021-11-19,,,,,,ready_for_review,false,,,,false
2345,C:\Users\jsw58\Desktop\itda-ocr\data\002345.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002345.jpg""]",incoming_432,incoming_432:325,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:325"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 325, ""image_id"": ""2345"", ""raw"": {""image_id"": ""2345"", ""year"": ""NONE"", ""month"": ""2"", ""day"": ""12"", ""final_date"": ""NONE-02-12""}, ""canonical"": {""year"": ""NONE"", ""month"": ""02"", ""day"": ""12"", ""final_date"": ""NONE-02-12""}, ""review_reason"": [""ambiguous_date_order"", ""partial_none""], ""details"": [""Unknown year; swapping month/day gives another valid date (candidate only)""], ""format_changes"": [""month""]}]",NONE,2,12,NONE-02-12,,,,NONE,02,12,NONE-02-12,NONE,02,12,NONE-02-12,,,,,ambiguous_date_order;partial_none,pending,false,,,,false
2356,C:\Users\jsw58\Desktop\itda-ocr\data\002356.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002356.jpg""]",incoming_432,incoming_432:326,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:326"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 326, ""image_id"": ""2356"", ""raw"": {""image_id"": ""2356"", ""year"": ""2021"", ""month"": ""2"", ""day"": ""12"", ""final_date"": ""2021-02-12""}, ""canonical"": {""year"": ""2021"", ""month"": ""02"", ""day"": ""12"", ""final_date"": ""2021-02-12""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,2,12,2021-02-12,,,,2021,02,12,2021-02-12,2021,02,12,2021-02-12,,,,,,ready_for_review,false,,,,false
2358,C:\Users\jsw58\Desktop\itda-ocr\data\002358.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002358.jpg""]",incoming_432,incoming_432:327,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:327"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 327, ""image_id"": ""2358"", ""raw"": {""image_id"": ""2358"", ""year"": ""2021"", ""month"": ""10"", ""day"": ""10"", ""final_date"": ""2021-10-10""}, ""canonical"": {""year"": ""2021"", ""month"": ""10"", ""day"": ""10"", ""final_date"": ""2021-10-10""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,10,10,2021-10-10,,,,2021,10,10,2021-10-10,2021,10,10,2021-10-10,,,,,,ready_for_review,false,,,,false
2364,C:\Users\jsw58\Desktop\itda-ocr\data\002364.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002364.jpg""]",existing_300,existing_300:102,1,"[{""source_record_id"": ""existing_300:102"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 102, ""image_id"": ""2364"", ""raw"": {""file_name"": ""002364.jpg"", ""image_id"": ""2364"", ""year"": ""2021"", ""month"": ""08"", ""day"": ""04"", ""final_date"": ""2021-08-04"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""08"", ""day"": ""04"", ""final_date"": ""2021-08-04""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,08,04,2021-08-04,002364.jpg,,,2021,08,04,2021-08-04,[],[],[],[],[],[],[],[],[],[],[],[],2021,08,04,2021-08-04,,,,,,ready_for_review,false,,,,false
2370,C:\Users\jsw58\Desktop\itda-ocr\data\002370.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002370.jpg""]",existing_300,existing_300:258,1,"[{""source_record_id"": ""existing_300:258"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 258, ""image_id"": ""2370"", ""raw"": {""file_name"": ""002370.jpg"", ""image_id"": ""2370"", ""year"": ""2022"", ""month"": ""05"", ""day"": ""12"", ""final_date"": ""2022-05-12"", ""notes"": ""까지"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""05"", ""day"": ""12"", ""final_date"": ""2022-05-12""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,05,12,2022-05-12,002370.jpg,까지,,2022,05,12,2022-05-12,[],[],[],[],[],[],[],[],[],[],[],[],2022,05,12,2022-05-12,,,,,,ready_for_review,false,,,,false
2376,C:\Users\jsw58\Desktop\itda-ocr\data\002376.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002376.jpg""]",existing_300;incoming_432,existing_300:259;incoming_432:328,2,"[{""source_record_id"": ""existing_300:259"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 259, ""image_id"": ""2376"", ""raw"": {""file_name"": ""002376.jpg"", ""image_id"": ""2376"", ""year"": ""2019"", ""month"": ""10"", ""day"": ""28"", ""final_date"": ""2019-10-28"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2019"", ""month"": ""10"", ""day"": ""28"", ""final_date"": ""2019-10-28""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2019,10,28,2019-10-28,002376.jpg,,,2019,10,28,2019-10-28,"[{""source_record_id"": ""incoming_432:328"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 328, ""image_id"": ""2376"", ""raw"": {""image_id"": ""2376"", ""year"": ""2019"", ""month"": ""10"", ""day"": ""28"", ""final_date"": ""2019-10-28""}, ""canonical"": {""year"": ""2019"", ""month"": ""10"", ""day"": ""28"", ""final_date"": ""2019-10-28""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2019,10,28,2019-10-28,,,,2019,10,28,2019-10-28,2019,10,28,2019-10-28,,,,,,ready_for_review,false,,,,false
2382,C:\Users\jsw58\Desktop\itda-ocr\data\002382.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002382.jpg""]",incoming_432,incoming_432:329,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:329"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 329, ""image_id"": ""2382"", ""raw"": {""image_id"": ""2382"", ""year"": ""2021"", ""month"": ""8"", ""day"": ""17"", ""final_date"": ""2021-08-17""}, ""canonical"": {""year"": ""2021"", ""month"": ""08"", ""day"": ""17"", ""final_date"": ""2021-08-17""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,8,17,2021-08-17,,,,2021,08,17,2021-08-17,2021,08,17,2021-08-17,,,,,,ready_for_review,false,,,,false
2386,C:\Users\jsw58\Desktop\itda-ocr\data\002386.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002386.jpg""]",incoming_432,incoming_432:330,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:330"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 330, ""image_id"": ""2386"", ""raw"": {""image_id"": ""2386"", ""year"": ""2019"", ""month"": ""8"", ""day"": ""18"", ""final_date"": ""2019-08-18""}, ""canonical"": {""year"": ""2019"", ""month"": ""08"", ""day"": ""18"", ""final_date"": ""2019-08-18""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2019,8,18,2019-08-18,,,,2019,08,18,2019-08-18,2019,08,18,2019-08-18,,,,,,ready_for_review,false,,,,false
2387,C:\Users\jsw58\Desktop\itda-ocr\data\002387.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002387.jpg""]",existing_300,existing_300:260,1,"[{""source_record_id"": ""existing_300:260"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 260, ""image_id"": ""2387"", ""raw"": {""file_name"": ""002387.jpg"", ""image_id"": ""2387"", ""year"": ""2021"", ""month"": ""01"", ""day"": ""14"", ""final_date"": ""2021-01-14"", ""notes"": ""유통기한, 글씨 약간 번짐"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""01"", ""day"": ""14"", ""final_date"": ""2021-01-14""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,01,14,2021-01-14,002387.jpg,"유통기한, 글씨 약간 번짐",,2021,01,14,2021-01-14,[],[],[],[],[],[],[],[],[],[],[],[],2021,01,14,2021-01-14,,,,,,ready_for_review,false,,,,false
2404,C:\Users\jsw58\Desktop\itda-ocr\data\002404.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002404.jpg""]",existing_300,existing_300:261,1,"[{""source_record_id"": ""existing_300:261"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 261, ""image_id"": ""2404"", ""raw"": {""file_name"": ""002404.jpg"", ""image_id"": ""2404"", ""year"": ""2020"", ""month"": ""11"", ""day"": ""11"", ""final_date"": ""2020-11-11"", ""notes"": ""그냥 봐도 잘 안 보임;; 밝기 엄청 높여야 보임"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2020"", ""month"": ""11"", ""day"": ""11"", ""final_date"": ""2020-11-11""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2020,11,11,2020-11-11,002404.jpg,그냥 봐도 잘 안 보임;; 밝기 엄청 높여야 보임,,2020,11,11,2020-11-11,[],[],[],[],[],[],[],[],[],[],[],[],2020,11,11,2020-11-11,,,,,,ready_for_review,false,,,,false
2405,C:\Users\jsw58\Desktop\itda-ocr\data\002405.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002405.jpg""]",existing_300,existing_300:103,1,"[{""source_record_id"": ""existing_300:103"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 103, ""image_id"": ""2405"", ""raw"": {""file_name"": ""002405.jpg"", ""image_id"": ""2405"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""01"", ""final_date"": ""2021-11-01"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""01"", ""final_date"": ""2021-11-01""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,11,01,2021-11-01,002405.jpg,,,2021,11,01,2021-11-01,[],[],[],[],[],[],[],[],[],[],[],[],2021,11,01,2021-11-01,,,,,,ready_for_review,false,,,,false
2408,C:\Users\jsw58\Desktop\itda-ocr\data\002408.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002408.jpg""]",incoming_432,incoming_432:331,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:331"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 331, ""image_id"": ""2408"", ""raw"": {""image_id"": ""2408"", ""year"": ""2022"", ""month"": ""10"", ""day"": ""29"", ""final_date"": ""2022-10-29""}, ""canonical"": {""year"": ""2022"", ""month"": ""10"", ""day"": ""29"", ""final_date"": ""2022-10-29""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,10,29,2022-10-29,,,,2022,10,29,2022-10-29,2022,10,29,2022-10-29,,,,,,ready_for_review,false,,,,false
2410,C:\Users\jsw58\Desktop\itda-ocr\data\002410.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002410.jpg""]",incoming_432,incoming_432:332,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:332"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 332, ""image_id"": ""2410"", ""raw"": {""image_id"": ""2410"", ""year"": ""2022"", ""month"": ""4"", ""day"": ""NONE"", ""final_date"": ""2022-04-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""04"", ""day"": ""NONE"", ""final_date"": ""2022-04-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,4,NONE,2022-04-NONE,,,,2022,04,NONE,2022-04-NONE,2022,04,NONE,2022-04-NONE,,,,,partial_none,pending,false,,,,false
2416,C:\Users\jsw58\Desktop\itda-ocr\data\002416.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002416.jpg""]",incoming_432,incoming_432:333,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:333"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 333, ""image_id"": ""2416"", ""raw"": {""image_id"": ""2416"", ""year"": ""2021"", ""month"": ""12"", ""day"": ""25"", ""final_date"": ""2021-12-25""}, ""canonical"": {""year"": ""2021"", ""month"": ""12"", ""day"": ""25"", ""final_date"": ""2021-12-25""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,12,25,2021-12-25,,,,2021,12,25,2021-12-25,2021,12,25,2021-12-25,,,,,,ready_for_review,false,,,,false
2418,C:\Users\jsw58\Desktop\itda-ocr\data\002418.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002418.jpg""]",incoming_432,incoming_432:334,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:334"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 334, ""image_id"": ""2418"", ""raw"": {""image_id"": ""2418"", ""year"": ""2023"", ""month"": ""5"", ""day"": ""10"", ""final_date"": ""2023-05-10""}, ""canonical"": {""year"": ""2023"", ""month"": ""05"", ""day"": ""10"", ""final_date"": ""2023-05-10""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2023,5,10,2023-05-10,,,,2023,05,10,2023-05-10,2023,05,10,2023-05-10,,,,,,ready_for_review,false,,,,false
2421,C:\Users\jsw58\Desktop\itda-ocr\data\002421.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002421.jpg""]",incoming_432,incoming_432:335,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:335"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 335, ""image_id"": ""2421"", ""raw"": {""image_id"": ""2421"", ""year"": ""2020"", ""month"": ""10"", ""day"": ""23"", ""final_date"": ""2020-10-23""}, ""canonical"": {""year"": ""2020"", ""month"": ""10"", ""day"": ""23"", ""final_date"": ""2020-10-23""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2020,10,23,2020-10-23,,,,2020,10,23,2020-10-23,2020,10,23,2020-10-23,,,,,,ready_for_review,false,,,,false
2424,C:\Users\jsw58\Desktop\itda-ocr\data\002424.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002424.jpg""]",existing_300,existing_300:104,1,"[{""source_record_id"": ""existing_300:104"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 104, ""image_id"": ""2424"", ""raw"": {""file_name"": ""002424.jpg"", ""image_id"": ""2424"", ""year"": ""2022"", ""month"": ""06"", ""day"": ""09"", ""final_date"": ""2022-06-09"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""06"", ""day"": ""09"", ""final_date"": ""2022-06-09""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,06,09,2022-06-09,002424.jpg,,,2022,06,09,2022-06-09,[],[],[],[],[],[],[],[],[],[],[],[],2022,06,09,2022-06-09,,,,,,ready_for_review,false,,,,false
2427,C:\Users\jsw58\Desktop\itda-ocr\data\002427.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002427.jpg""]",incoming_432,incoming_432:336,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:336"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 336, ""image_id"": ""2427"", ""raw"": {""image_id"": ""2427"", ""year"": ""2021"", ""month"": ""1"", ""day"": ""18"", ""final_date"": ""2021-01-18""}, ""canonical"": {""year"": ""2021"", ""month"": ""01"", ""day"": ""18"", ""final_date"": ""2021-01-18""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,1,18,2021-01-18,,,,2021,01,18,2021-01-18,2021,01,18,2021-01-18,,,,,,ready_for_review,false,,,,false
2428,C:\Users\jsw58\Desktop\itda-ocr\data\002428.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002428.jpg""]",existing_300;incoming_432,existing_300:262;incoming_432:337,2,"[{""source_record_id"": ""existing_300:262"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 262, ""image_id"": ""2428"", ""raw"": {""file_name"": ""002428.jpg"", ""image_id"": ""2428"", ""year"": ""2020"", ""month"": ""12"", ""day"": ""23"", ""final_date"": ""2020-12-23"", ""notes"": ""유통기한, 뒤에 F2E"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2020"", ""month"": ""12"", ""day"": ""23"", ""final_date"": ""2020-12-23""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2020,12,23,2020-12-23,002428.jpg,"유통기한, 뒤에 F2E",,2020,12,23,2020-12-23,"[{""source_record_id"": ""incoming_432:337"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 337, ""image_id"": ""2428"", ""raw"": {""image_id"": ""2428"", ""year"": ""2020"", ""month"": ""12"", ""day"": ""23"", ""final_date"": ""2020-12-23""}, ""canonical"": {""year"": ""2020"", ""month"": ""12"", ""day"": ""23"", ""final_date"": ""2020-12-23""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2020,12,23,2020-12-23,,,,2020,12,23,2020-12-23,2020,12,23,2020-12-23,,,,,,ready_for_review,false,,,,false
2436,C:\Users\jsw58\Desktop\itda-ocr\data\002436.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002436.jpg""]",existing_300,existing_300:263,1,"[{""source_record_id"": ""existing_300:263"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 263, ""image_id"": ""2436"", ""raw"": {""file_name"": ""002436.jpg"", ""image_id"": ""2436"", ""year"": ""2021"", ""month"": ""06"", ""day"": ""03"", ""final_date"": ""2021-06-03"", ""notes"": ""거꾸로"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""06"", ""day"": ""03"", ""final_date"": ""2021-06-03""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,06,03,2021-06-03,002436.jpg,거꾸로,,2021,06,03,2021-06-03,[],[],[],[],[],[],[],[],[],[],[],[],2021,06,03,2021-06-03,,,,,,ready_for_review,false,,,,false
2437,C:\Users\jsw58\Desktop\itda-ocr\data\002437.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002437.jpg""]",incoming_432,incoming_432:338,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:338"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 338, ""image_id"": ""2437"", ""raw"": {""image_id"": ""2437"", ""year"": ""2020"", ""month"": ""9"", ""day"": ""13"", ""final_date"": ""2020-09-13""}, ""canonical"": {""year"": ""2020"", ""month"": ""09"", ""day"": ""13"", ""final_date"": ""2020-09-13""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2020,9,13,2020-09-13,,,,2020,09,13,2020-09-13,2020,09,13,2020-09-13,,,,,,ready_for_review,false,,,,false
2443,C:\Users\jsw58\Desktop\itda-ocr\data\002443.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002443.jpg""]",existing_300,existing_300:105,1,"[{""source_record_id"": ""existing_300:105"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 105, ""image_id"": ""2443"", ""raw"": {""file_name"": ""002443.jpg"", ""image_id"": ""2443"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""11"", ""final_date"": ""2021-11-11"", ""notes"": ""DD/MM/YY"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""11"", ""final_date"": ""2021-11-11""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,11,11,2021-11-11,002443.jpg,DD/MM/YY,,2021,11,11,2021-11-11,[],[],[],[],[],[],[],[],[],[],[],[],2021,11,11,2021-11-11,,,,,,ready_for_review,false,,,,false
2448,C:\Users\jsw58\Desktop\itda-ocr\data\002448.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002448.jpg""]",incoming_432,incoming_432:339,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:339"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 339, ""image_id"": ""2448"", ""raw"": {""image_id"": ""2448"", ""year"": ""2021"", ""month"": ""2"", ""day"": ""4"", ""final_date"": ""2021-02-02""}, ""canonical"": {""year"": ""2021"", ""month"": ""02"", ""day"": ""04"", ""final_date"": ""2021-02-04""}, ""review_reason"": [""component_final_mismatch"", ""ocr_visual_review""], ""details"": [""Previously visually inspected; no confirmed decision supplied; retain pending""], ""format_changes"": [""month"", ""day"", ""final_date""]}]",2021,2,4,2021-02-02,,,,2021,02,04,2021-02-04,2021,02,04,2021-02-04,2021,02,04,2021-02-04,component_final_mismatch;ocr_visual_review,approved,true,이미지 표기: 사용기한 2021.02.04. 최종 정답: 2021-02-04. 신규 라벨의 final_date가 잘못 기록됨.,user,2026-09-23 사용자 제공 기존 이미지 판독 결과 기록. 이미지 표기: 사용기한 2021.02.04. 최종 정답: 2021-02-04. 신규 라벨의 final_date가 잘못 기록됨. 판정 확정; 기존 검수 사유는 이력으로 보존.,true
2455,C:\Users\jsw58\Desktop\itda-ocr\data\002455.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002455.jpg""]",incoming_432,incoming_432:340,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:340"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 340, ""image_id"": ""2455"", ""raw"": {""image_id"": ""2455"", ""year"": ""2023"", ""month"": ""2"", ""day"": ""NONE"", ""final_date"": ""2023-02-NONE""}, ""canonical"": {""year"": ""2023"", ""month"": ""02"", ""day"": ""NONE"", ""final_date"": ""2023-02-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2023,2,NONE,2023-02-NONE,,,,2023,02,NONE,2023-02-NONE,2023,02,NONE,2023-02-NONE,,,,,partial_none,pending,false,,,,false
2458,C:\Users\jsw58\Desktop\itda-ocr\data\002458.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002458.jpg""]",incoming_432,incoming_432:341,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:341"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 341, ""image_id"": ""2458"", ""raw"": {""image_id"": ""2458"", ""year"": ""2022"", ""month"": ""4"", ""day"": ""NONE"", ""final_date"": ""2022-04-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""04"", ""day"": ""NONE"", ""final_date"": ""2022-04-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,4,NONE,2022-04-NONE,,,,2022,04,NONE,2022-04-NONE,2022,04,NONE,2022-04-NONE,,,,,partial_none,pending,false,,,,false
2459,C:\Users\jsw58\Desktop\itda-ocr\data\002459.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\002459.jpg""]",incoming_432,incoming_432:342,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:342"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 342, ""image_id"": ""2459"", ""raw"": {""image_id"": ""2459"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""30"", ""final_date"": ""2021-11-30""}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""30"", ""final_date"": ""2021-11-30""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,11,30,2021-11-30,,,,2021,11,30,2021-11-30,2021,11,30,2021-11-30,,,,,,ready_for_review,false,,,,false
